Fecha,Producto,Categoria,Canal,Precio_Unitario,Costo_Unitario,Cantidad
2025-02-07,Papel Higienico,Higiene,Supermercado,18000,13000,181
2025-02-07,Aceite 900ml,Alimentos,Supermercado,12000,9500,141
2025-02-07,Shampoo,Higiene,Supermercado,15000,11000,66
2025-02-07,Shampoo,Higiene,Supermercado,15000,11000,146
2025-02-07,Lavandina,Limpieza,Almacen,4500,3000,102
2025-02-07,Detergente,Limpieza,Mayorista,7000,5000,190
2025-02-08,Shampoo,Higiene,Almacen,15000,11000,55
2025-02-08,Galletitas,Alimentos,Mayorista,5000,3500,185
2025-02-08,Galletitas,Alimentos,Mayorista,5000,3500,124
2025-02-08,Papel Higienico,Higiene,Mayorista,18000,13000,184
2025-02-08,Arroz 1kg,Alimentos,Mayorista,5500,4200,53
2025-02-08,Shampoo,Higiene,Supermercado,15000,11000,48
2025-02-08,Galletitas,Alimentos,Mayorista,5000,3500,143
2025-02-08,Papel Higienico,Higiene,Supermercado,18000,13000,200
2025-02-08,Shampoo,Higiene,Almacen,15000,11000,109
2025-02-08,Aceite 900ml,Alimentos,Mayorista,12000,9500,41
2025-02-08,Shampoo,Higiene,Mayorista,15000,11000,97
2025-02-08,Galletitas,Alimentos,Mayorista,5000,3500,105
2025-02-09,Shampoo,Higiene,Supermercado,15000,11000,64
2025-02-09,Arroz 1kg,Alimentos,Supermercado,5500,4200,163
2025-02-09,Arroz 1kg,Alimentos,Supermercado,5500,4200,133
2025-02-09,Shampoo,Higiene,Supermercado,15000,11000,19
2025-02-09,Lavandina,Limpieza,Mayorista,4500,3000,88
2025-02-09,Galletitas,Alimentos,Mayorista,5000,3500,187
2025-02-09,Shampoo,Higiene,Almacen,15000,11000,163
2025-02-09,Lavandina,Limpieza,Mayorista,4500,3000,113
2025-02-09,Shampoo,Higiene,Supermercado,15000,11000,49
2025-02-10,Aceite 900ml,Alimentos,Almacen,12000,9500,180
2025-02-10,Lavandina,Limpieza,Almacen,4500,3000,85
2025-02-10,Detergente,Limpieza,Mayorista,7000,5000,135
2025-02-10,Aceite 900ml,Alimentos,Almacen,12000,9500,41
2025-02-10,Papel Higienico,Higiene,Almacen,18000,13000,54
2025-02-10,Papel Higienico,Higiene,Supermercado,18000,13000,131
2025-02-10,Lavandina,Limpieza,Almacen,4500,3000,54
2025-02-10,Aceite 900ml,Alimentos,Almacen,12000,9500,81
2025-02-10,Arroz 1kg,Alimentos,Mayorista,5500,4200,158
2025-02-10,Aceite 900ml,Alimentos,Supermercado,12000,9500,146
2025-02-10,Papel Higienico,Higiene,Supermercado,18000,13000,139
2025-02-10,Shampoo,Higiene,Mayorista,15000,11000,99
2025-02-11,Galletitas,Alimentos,Supermercado,5000,3500,87
2025-02-11,Galletitas,Alimentos,Almacen,5000,3500,104
2025-02-11,Papel Higienico,Higiene,Mayorista,18000,13000,140
2025-02-11,Lavandina,Limpieza,Supermercado,4500,3000,46
2025-02-11,Arroz 1kg,Alimentos,Mayorista,5500,4200,137
2025-02-11,Galletitas,Alimentos,Supermercado,5000,3500,60
2025-02-12,Arroz 1kg,Alimentos,Supermercado,5500,4200,144
2025-02-12,Papel Higienico,Higiene,Supermercado,18000,13000,24
2025-02-12,Arroz 1kg,Alimentos,Almacen,5500,4200,123
2025-02-12,Arroz 1kg,Alimentos,Mayorista,5500,4200,195
2025-02-12,Arroz 1kg,Alimentos,Almacen,5500,4200,95
2025-02-12,Aceite 900ml,Alimentos,Supermercado,12000,9500,39
2025-02-12,Lavandina,Limpieza,Almacen,4500,3000,39
2025-02-12,Galletitas,Alimentos,Mayorista,5000,3500,24
2025-02-12,Aceite 900ml,Alimentos,Mayorista,12000,9500,17
2025-02-12,Arroz 1kg,Alimentos,Almacen,5500,4200,196
2025-02-13,Galletitas,Alimentos,Mayorista,5000,3500,94
2025-02-13,Arroz 1kg,Alimentos,Supermercado,5500,4200,34
2025-02-13,Arroz 1kg,Alimentos,Mayorista,5500,4200,175
2025-02-13,Galletitas,Alimentos,Mayorista,5000,3500,94
2025-02-13,Galletitas,Alimentos,Mayorista,5000,3500,74
2025-02-14,Papel Higienico,Higiene,Almacen,18000,13000,179
2025-02-14,Galletitas,Alimentos,Mayorista,5000,3500,102
2025-02-14,Galletitas,Alimentos,Almacen,5000,3500,161
2025-02-14,Aceite 900ml,Alimentos,Almacen,12000,9500,182
2025-02-14,Aceite 900ml,Alimentos,Supermercado,12000,9500,140
2025-02-14,Arroz 1kg,Alimentos,Mayorista,5500,4200,50
2025-02-14,Galletitas,Alimentos,Almacen,5000,3500,44
2025-02-14,Shampoo,Higiene,Supermercado,15000,11000,188
2025-02-14,Detergente,Limpieza,Supermercado,7000,5000,37
2025-02-14,Shampoo,Higiene,Supermercado,15000,11000,158
2025-02-14,Shampoo,Higiene,Mayorista,15000,11000,15
2025-02-14,Detergente,Limpieza,Almacen,7000,5000,69
2025-02-15,Shampoo,Higiene,Almacen,15000,11000,111
2025-02-15,Arroz 1kg,Alimentos,Almacen,5500,4200,136
2025-02-15,Galletitas,Alimentos,Almacen,5000,3500,143
2025-02-15,Aceite 900ml,Alimentos,Mayorista,12000,9500,169
2025-02-15,Arroz 1kg,Alimentos,Almacen,5500,4200,138
2025-02-16,Shampoo,Higiene,Mayorista,15000,11000,171
2025-02-16,Shampoo,Higiene,Supermercado,15000,11000,194
2025-02-16,Aceite 900ml,Alimentos,Supermercado,12000,9500,117
2025-02-16,Lavandina,Limpieza,Almacen,4500,3000,23
2025-02-16,Detergente,Limpieza,Mayorista,7000,5000,30
2025-02-16,Lavandina,Limpieza,Mayorista,4500,3000,93
2025-02-16,Shampoo,Higiene,Mayorista,15000,11000,19
2025-02-16,Galletitas,Alimentos,Supermercado,5000,3500,123
2025-02-16,Galletitas,Alimentos,Supermercado,5000,3500,145
2025-02-16,Shampoo,Higiene,Almacen,15000,11000,141
2025-02-17,Papel Higienico,Higiene,Almacen,18000,13000,67
2025-02-17,Papel Higienico,Higiene,Almacen,18000,13000,67
2025-02-17,Detergente,Limpieza,Supermercado,7000,5000,125
2025-02-17,Shampoo,Higiene,Mayorista,15000,11000,66
2025-02-17,Aceite 900ml,Alimentos,Mayorista,12000,9500,132
2025-02-17,Detergente,Limpieza,Supermercado,7000,5000,88
2025-02-17,Galletitas,Alimentos,Supermercado,5000,3500,65
2025-02-17,Detergente,Limpieza,Supermercado,7000,5000,122
2025-02-18,Detergente,Limpieza,Mayorista,7000,5000,149
2025-02-18,Lavandina,Limpieza,Mayorista,4500,3000,44
2025-02-18,Arroz 1kg,Alimentos,Mayorista,5500,4200,25
2025-02-18,Papel Higienico,Higiene,Mayorista,18000,13000,185
2025-02-18,Papel Higienico,Higiene,Almacen,18000,13000,60
2025-02-18,Arroz 1kg,Alimentos,Mayorista,5500,4200,160
2025-02-18,Papel Higienico,Higiene,Almacen,18000,13000,70
2025-02-18,Shampoo,Higiene,Mayorista,15000,11000,54
2025-02-18,Aceite 900ml,Alimentos,Supermercado,12000,9500,120
2025-02-19,Lavandina,Limpieza,Mayorista,4500,3000,42
2025-02-19,Papel Higienico,Higiene,Almacen,18000,13000,102
2025-02-19,Galletitas,Alimentos,Supermercado,5000,3500,195
2025-02-19,Aceite 900ml,Alimentos,Supermercado,12000,9500,114
2025-02-19,Galletitas,Alimentos,Almacen,5000,3500,51
2025-02-19,Shampoo,Higiene,Mayorista,15000,11000,183
2025-02-19,Papel Higienico,Higiene,Mayorista,18000,13000,53
2025-02-20,Galletitas,Alimentos,Mayorista,5000,3500,32
2025-02-20,Shampoo,Higiene,Mayorista,15000,11000,120
2025-02-20,Arroz 1kg,Alimentos,Almacen,5500,4200,82
2025-02-20,Papel Higienico,Higiene,Almacen,18000,13000,174
2025-02-20,Galletitas,Alimentos,Almacen,5000,3500,34
2025-02-20,Lavandina,Limpieza,Mayorista,4500,3000,161
2025-02-20,Galletitas,Alimentos,Almacen,5000,3500,162
2025-02-20,Arroz 1kg,Alimentos,Almacen,5500,4200,57
2025-02-20,Galletitas,Alimentos,Almacen,5000,3500,155
2025-02-20,Papel Higienico,Higiene,Mayorista,18000,13000,90
2025-02-20,Lavandina,Limpieza,Supermercado,4500,3000,32
2025-02-21,Aceite 900ml,Alimentos,Mayorista,12000,9500,196
2025-02-21,Aceite 900ml,Alimentos,Supermercado,12000,9500,20
2025-02-21,Aceite 900ml,Alimentos,Supermercado,12000,9500,120
2025-02-21,Arroz 1kg,Alimentos,Almacen,5500,4200,11
2025-02-21,Detergente,Limpieza,Supermercado,7000,5000,34
2025-02-21,Papel Higienico,Higiene,Almacen,18000,13000,63
2025-02-21,Shampoo,Higiene,Almacen,15000,11000,192
2025-02-21,Lavandina,Limpieza,Almacen,4500,3000,21
2025-02-21,Shampoo,Higiene,Mayorista,15000,11000,95
2025-02-21,Papel Higienico,Higiene,Mayorista,18000,13000,172
2025-02-22,Papel Higienico,Higiene,Mayorista,18000,13000,122
2025-02-22,Detergente,Limpieza,Almacen,7000,5000,142
2025-02-22,Papel Higienico,Higiene,Almacen,18000,13000,100
2025-02-22,Galletitas,Alimentos,Mayorista,5000,3500,125
2025-02-22,Arroz 1kg,Alimentos,Supermercado,5500,4200,50
2025-02-23,Shampoo,Higiene,Almacen,15000,11000,11
2025-02-23,Aceite 900ml,Alimentos,Almacen,12000,9500,190
2025-02-23,Aceite 900ml,Alimentos,Mayorista,12000,9500,169
2025-02-23,Lavandina,Limpieza,Mayorista,4500,3000,17
2025-02-23,Galletitas,Alimentos,Supermercado,5000,3500,152
2025-02-23,Lavandina,Limpieza,Supermercado,4500,3000,174
2025-02-23,Lavandina,Limpieza,Mayorista,4500,3000,79
2025-02-23,Aceite 900ml,Alimentos,Supermercado,12000,9500,19
2025-02-23,Shampoo,Higiene,Mayorista,15000,11000,54
2025-02-23,Shampoo,Higiene,Mayorista,15000,11000,195
2025-02-23,Papel Higienico,Higiene,Supermercado,18000,13000,146
2025-02-24,Aceite 900ml,Alimentos,Supermercado,12000,9500,158
2025-02-24,Aceite 900ml,Alimentos,Mayorista,12000,9500,23
2025-02-24,Detergente,Limpieza,Supermercado,7000,5000,72
2025-02-24,Detergente,Limpieza,Mayorista,7000,5000,146
2025-02-24,Detergente,Limpieza,Almacen,7000,5000,92
2025-02-24,Arroz 1kg,Alimentos,Supermercado,5500,4200,117
2025-02-25,Galletitas,Alimentos,Supermercado,5000,3500,170
2025-02-25,Papel Higienico,Higiene,Mayorista,18000,13000,45
2025-02-25,Papel Higienico,Higiene,Almacen,18000,13000,116
2025-02-25,Aceite 900ml,Alimentos,Supermercado,12000,9500,47
2025-02-25,Shampoo,Higiene,Supermercado,15000,11000,75
2025-02-25,Shampoo,Higiene,Mayorista,15000,11000,25
2025-02-25,Galletitas,Alimentos,Supermercado,5000,3500,149
2025-02-25,Galletitas,Alimentos,Supermercado,5000,3500,130
2025-02-25,Arroz 1kg,Alimentos,Mayorista,5500,4200,104
2025-02-25,Lavandina,Limpieza,Supermercado,4500,3000,96
2025-02-26,Papel Higienico,Higiene,Almacen,18000,13000,142
2025-02-26,Detergente,Limpieza,Almacen,7000,5000,47
2025-02-26,Detergente,Limpieza,Mayorista,7000,5000,84
2025-02-26,Arroz 1kg,Alimentos,Mayorista,5500,4200,60
2025-02-26,Detergente,Limpieza,Mayorista,7000,5000,69
2025-02-26,Aceite 900ml,Alimentos,Almacen,12000,9500,199
2025-02-27,Papel Higienico,Higiene,Supermercado,18000,13000,123
2025-02-27,Papel Higienico,Higiene,Supermercado,18000,13000,112
2025-02-27,Arroz 1kg,Alimentos,Almacen,5500,4200,143
2025-02-27,Aceite 900ml,Alimentos,Mayorista,12000,9500,159
2025-02-27,Lavandina,Limpieza,Almacen,4500,3000,55
2025-02-27,Papel Higienico,Higiene,Almacen,18000,13000,46
2025-02-27,Papel Higienico,Higiene,Supermercado,18000,13000,80
2025-02-27,Detergente,Limpieza,Mayorista,7000,5000,103
2025-02-27,Lavandina,Limpieza,Supermercado,4500,3000,173
2025-02-27,Galletitas,Alimentos,Almacen,5000,3500,90
2025-02-27,Lavandina,Limpieza,Supermercado,4500,3000,154
2025-02-27,Papel Higienico,Higiene,Supermercado,18000,13000,121
2025-02-28,Arroz 1kg,Alimentos,Almacen,5500,4200,194
2025-02-28,Papel Higienico,Higiene,Supermercado,18000,13000,61
2025-02-28,Detergente,Limpieza,Supermercado,7000,5000,129
2025-02-28,Papel Higienico,Higiene,Almacen,18000,13000,151
2025-02-28,Papel Higienico,Higiene,Almacen,18000,13000,72
2025-03-01,Aceite 900ml,Alimentos,Almacen,12000,9500,63
2025-03-01,Lavandina,Limpieza,Supermercado,4500,3000,29
2025-03-01,Lavandina,Limpieza,Supermercado,4500,3000,197
2025-03-01,Shampoo,Higiene,Supermercado,15000,11000,20
2025-03-01,Galletitas,Alimentos,Supermercado,5000,3500,31
2025-03-01,Aceite 900ml,Alimentos,Almacen,12000,9500,73
2025-03-01,Arroz 1kg,Alimentos,Almacen,5500,4200,76
2025-03-01,Shampoo,Higiene,Mayorista,15000,11000,127
2025-03-02,Papel Higienico,Higiene,Supermercado,18000,13000,75
2025-03-02,Lavandina,Limpieza,Almacen,4500,3000,85
2025-03-02,Galletitas,Alimentos,Mayorista,5000,3500,59
2025-03-02,Arroz 1kg,Alimentos,Supermercado,5500,4200,132
2025-03-02,Shampoo,Higiene,Almacen,15000,11000,149
2025-03-03,Aceite 900ml,Alimentos,Almacen,12000,9500,132
2025-03-03,Aceite 900ml,Alimentos,Almacen,12000,9500,39
2025-03-03,Detergente,Limpieza,Supermercado,7000,5000,112
2025-03-03,Papel Higienico,Higiene,Mayorista,18000,13000,153
2025-03-03,Lavandina,Limpieza,Supermercado,4500,3000,71
2025-03-03,Shampoo,Higiene,Mayorista,15000,11000,199
2025-03-03,Shampoo,Higiene,Mayorista,15000,11000,21
2025-03-03,Detergente,Limpieza,Supermercado,7000,5000,15
2025-03-03,Galletitas,Alimentos,Mayorista,5000,3500,131
2025-03-04,Galletitas,Alimentos,Mayorista,5000,3500,88
2025-03-04,Detergente,Limpieza,Supermercado,7000,5000,171
2025-03-04,Aceite 900ml,Alimentos,Supermercado,12000,9500,129
2025-03-04,Arroz 1kg,Alimentos,Supermercado,5500,4200,168
2025-03-04,Shampoo,Higiene,Mayorista,15000,11000,40
2025-03-04,Papel Higienico,Higiene,Mayorista,18000,13000,32
2025-03-04,Papel Higienico,Higiene,Supermercado,18000,13000,193
2025-03-04,Papel Higienico,Higiene,Almacen,18000,13000,195
2025-03-04,Aceite 900ml,Alimentos,Supermercado,12000,9500,190
2025-03-04,Galletitas,Alimentos,Mayorista,5000,3500,107
2025-03-04,Shampoo,Higiene,Supermercado,15000,11000,168
2025-03-05,Shampoo,Higiene,Mayorista,15000,11000,45
2025-03-05,Detergente,Limpieza,Almacen,7000,5000,99
2025-03-05,Shampoo,Higiene,Mayorista,15000,11000,35
2025-03-05,Shampoo,Higiene,Supermercado,15000,11000,103
2025-03-05,Galletitas,Alimentos,Supermercado,5000,3500,139
2025-03-05,Lavandina,Limpieza,Almacen,4500,3000,14
2025-03-05,Detergente,Limpieza,Supermercado,7000,5000,101
2025-03-05,Shampoo,Higiene,Almacen,15000,11000,84
2025-03-05,Aceite 900ml,Alimentos,Mayorista,12000,9500,54
2025-03-05,Papel Higienico,Higiene,Supermercado,18000,13000,172
2025-03-06,Lavandina,Limpieza,Almacen,4500,3000,91
2025-03-06,Shampoo,Higiene,Supermercado,15000,11000,42
2025-03-06,Aceite 900ml,Alimentos,Almacen,12000,9500,18
2025-03-06,Galletitas,Alimentos,Almacen,5000,3500,107
2025-03-06,Lavandina,Limpieza,Mayorista,4500,3000,57
2025-03-06,Aceite 900ml,Alimentos,Mayorista,12000,9500,167
2025-03-06,Shampoo,Higiene,Supermercado,15000,11000,192
2025-03-07,Aceite 900ml,Alimentos,Supermercado,12000,9500,89
2025-03-07,Shampoo,Higiene,Almacen,15000,11000,183
2025-03-07,Lavandina,Limpieza,Mayorista,4500,3000,10
2025-03-07,Shampoo,Higiene,Mayorista,15000,11000,106
2025-03-07,Arroz 1kg,Alimentos,Supermercado,5500,4200,121
2025-03-07,Lavandina,Limpieza,Supermercado,4500,3000,60
2025-03-07,Galletitas,Alimentos,Almacen,5000,3500,64
2025-03-07,Detergente,Limpieza,Supermercado,7000,5000,99
2025-03-07,Galletitas,Alimentos,Almacen,5000,3500,22
2025-03-07,Aceite 900ml,Alimentos,Supermercado,12000,9500,26
2025-03-07,Lavandina,Limpieza,Mayorista,4500,3000,185
2025-03-07,Shampoo,Higiene,Mayorista,15000,11000,50
2025-03-08,Papel Higienico,Higiene,Supermercado,18000,13000,26
2025-03-08,Galletitas,Alimentos,Supermercado,5000,3500,87
2025-03-08,Lavandina,Limpieza,Mayorista,4500,3000,121
2025-03-08,Arroz 1kg,Alimentos,Supermercado,5500,4200,132
2025-03-08,Papel Higienico,Higiene,Supermercado,18000,13000,18
2025-03-08,Arroz 1kg,Alimentos,Mayorista,5500,4200,129
2025-03-08,Arroz 1kg,Alimentos,Almacen,5500,4200,176
2025-03-08,Detergente,Limpieza,Supermercado,7000,5000,94
2025-03-09,Aceite 900ml,Alimentos,Mayorista,12000,9500,172
2025-03-09,Shampoo,Higiene,Mayorista,15000,11000,111
2025-03-09,Lavandina,Limpieza,Mayorista,4500,3000,53
2025-03-09,Aceite 900ml,Alimentos,Almacen,12000,9500,43
2025-03-09,Arroz 1kg,Alimentos,Mayorista,5500,4200,44
2025-03-09,Galletitas,Alimentos,Mayorista,5000,3500,22
2025-03-09,Aceite 900ml,Alimentos,Almacen,12000,9500,83
2025-03-09,Arroz 1kg,Alimentos,Mayorista,5500,4200,132
2025-03-09,Galletitas,Alimentos,Mayorista,5000,3500,75
2025-03-09,Aceite 900ml,Alimentos,Almacen,12000,9500,102
2025-03-09,Shampoo,Higiene,Supermercado,15000,11000,44
2025-03-10,Galletitas,Alimentos,Almacen,5000,3500,196
2025-03-10,Arroz 1kg,Alimentos,Supermercado,5500,4200,104
2025-03-10,Arroz 1kg,Alimentos,Almacen,5500,4200,135
2025-03-10,Shampoo,Higiene,Almacen,15000,11000,173
2025-03-10,Papel Higienico,Higiene,Supermercado,18000,13000,152
2025-03-10,Arroz 1kg,Alimentos,Mayorista,5500,4200,138
2025-03-10,Papel Higienico,Higiene,Mayorista,18000,13000,157
2025-03-10,Detergente,Limpieza,Almacen,7000,5000,165
2025-03-10,Detergente,Limpieza,Mayorista,7000,5000,195
2025-03-11,Arroz 1kg,Alimentos,Almacen,5500,4200,29
2025-03-11,Aceite 900ml,Alimentos,Mayorista,12000,9500,199
2025-03-11,Galletitas,Alimentos,Supermercado,5000,3500,104
2025-03-11,Shampoo,Higiene,Mayorista,15000,11000,44
2025-03-11,Shampoo,Higiene,Almacen,15000,11000,13
2025-03-11,Aceite 900ml,Alimentos,Mayorista,12000,9500,60
2025-03-11,Aceite 900ml,Alimentos,Supermercado,12000,9500,71
2025-03-11,Detergente,Limpieza,Mayorista,7000,5000,41
2025-03-11,Detergente,Limpieza,Almacen,7000,5000,69
2025-03-12,Lavandina,Limpieza,Supermercado,4500,3000,85
2025-03-12,Shampoo,Higiene,Mayorista,15000,11000,17
2025-03-12,Arroz 1kg,Alimentos,Mayorista,5500,4200,184
2025-03-12,Aceite 900ml,Alimentos,Mayorista,12000,9500,22
2025-03-12,Galletitas,Alimentos,Supermercado,5000,3500,26
2025-03-12,Detergente,Limpieza,Almacen,7000,5000,131
2025-03-13,Lavandina,Limpieza,Supermercado,4500,3000,143
2025-03-13,Arroz 1kg,Alimentos,Mayorista,5500,4200,90
2025-03-13,Lavandina,Limpieza,Mayorista,4500,3000,199
2025-03-13,Aceite 900ml,Alimentos,Almacen,12000,9500,19
2025-03-13,Lavandina,Limpieza,Almacen,4500,3000,44
2025-03-13,Papel Higienico,Higiene,Almacen,18000,13000,67
2025-03-13,Detergente,Limpieza,Supermercado,7000,5000,81
2025-03-14,Arroz 1kg,Alimentos,Mayorista,5500,4200,158
2025-03-14,Arroz 1kg,Alimentos,Mayorista,5500,4200,80
2025-03-14,Lavandina,Limpieza,Almacen,4500,3000,102
2025-03-14,Aceite 900ml,Alimentos,Mayorista,12000,9500,183
2025-03-14,Galletitas,Alimentos,Supermercado,5000,3500,128
2025-03-14,Galletitas,Alimentos,Almacen,5000,3500,69
2025-03-14,Detergente,Limpieza,Supermercado,7000,5000,198
2025-03-14,Detergente,Limpieza,Mayorista,7000,5000,69
2025-03-14,Papel Higienico,Higiene,Mayorista,18000,13000,35
2025-03-15,Aceite 900ml,Alimentos,Almacen,12000,9500,98
2025-03-15,Arroz 1kg,Alimentos,Supermercado,5500,4200,63
2025-03-15,Papel Higienico,Higiene,Supermercado,18000,13000,40
2025-03-15,Detergente,Limpieza,Almacen,7000,5000,198
2025-03-15,Galletitas,Alimentos,Mayorista,5000,3500,74
2025-03-15,Detergente,Limpieza,Mayorista,7000,5000,99
2025-03-15,Detergente,Limpieza,Mayorista,7000,5000,88
2025-03-16,Aceite 900ml,Alimentos,Mayorista,12000,9500,59
2025-03-16,Arroz 1kg,Alimentos,Mayorista,5500,4200,89
2025-03-16,Shampoo,Higiene,Almacen,15000,11000,23
2025-03-16,Papel Higienico,Higiene,Almacen,18000,13000,30
2025-03-16,Aceite 900ml,Alimentos,Supermercado,12000,9500,106
2025-03-16,Papel Higienico,Higiene,Almacen,18000,13000,147
2025-03-16,Galletitas,Alimentos,Supermercado,5000,3500,139
2025-03-16,Arroz 1kg,Alimentos,Supermercado,5500,4200,179
2025-03-17,Lavandina,Limpieza,Supermercado,4500,3000,32
2025-03-17,Papel Higienico,Higiene,Mayorista,18000,13000,183
2025-03-17,Detergente,Limpieza,Supermercado,7000,5000,54
2025-03-17,Detergente,Limpieza,Mayorista,7000,5000,183
2025-03-17,Papel Higienico,Higiene,Supermercado,18000,13000,96
2025-03-17,Arroz 1kg,Alimentos,Almacen,5500,4200,15
2025-03-17,Aceite 900ml,Alimentos,Supermercado,12000,9500,144
2025-03-17,Lavandina,Limpieza,Supermercado,4500,3000,109
2025-03-17,Aceite 900ml,Alimentos,Mayorista,12000,9500,114
2025-03-17,Aceite 900ml,Alimentos,Mayorista,12000,9500,134
2025-03-17,Aceite 900ml,Alimentos,Supermercado,12000,9500,33
2025-03-18,Arroz 1kg,Alimentos,Mayorista,5500,4200,198
2025-03-18,Lavandina,Limpieza,Supermercado,4500,3000,105
2025-03-18,Galletitas,Alimentos,Almacen,5000,3500,15
2025-03-18,Aceite 900ml,Alimentos,Mayorista,12000,9500,99
2025-03-18,Papel Higienico,Higiene,Mayorista,18000,13000,87
2025-03-18,Aceite 900ml,Alimentos,Mayorista,12000,9500,114
2025-03-18,Arroz 1kg,Alimentos,Almacen,5500,4200,159
2025-03-18,Papel Higienico,Higiene,Mayorista,18000,13000,191
2025-03-18,Detergente,Limpieza,Almacen,7000,5000,59
2025-03-18,Lavandina,Limpieza,Supermercado,4500,3000,53
2025-03-18,Aceite 900ml,Alimentos,Supermercado,12000,9500,127
2025-03-18,Shampoo,Higiene,Supermercado,15000,11000,57
2025-03-19,Aceite 900ml,Alimentos,Almacen,12000,9500,18
2025-03-19,Shampoo,Higiene,Mayorista,15000,11000,25
2025-03-19,Papel Higienico,Higiene,Mayorista,18000,13000,131
2025-03-19,Shampoo,Higiene,Mayorista,15000,11000,60
2025-03-19,Aceite 900ml,Alimentos,Supermercado,12000,9500,21
2025-03-19,Aceite 900ml,Alimentos,Mayorista,12000,9500,71
2025-03-19,Lavandina,Limpieza,Supermercado,4500,3000,88
2025-03-19,Shampoo,Higiene,Almacen,15000,11000,79
2025-03-19,Detergente,Limpieza,Mayorista,7000,5000,174
2025-03-20,Galletitas,Alimentos,Mayorista,5000,3500,14
2025-03-20,Aceite 900ml,Alimentos,Mayorista,12000,9500,122
2025-03-20,Aceite 900ml,Alimentos,Supermercado,12000,9500,182
2025-03-20,Arroz 1kg,Alimentos,Mayorista,5500,4200,68
2025-03-20,Aceite 900ml,Alimentos,Supermercado,12000,9500,86
2025-03-20,Papel Higienico,Higiene,Mayorista,18000,13000,153
2025-03-20,Papel Higienico,Higiene,Supermercado,18000,13000,185
2025-03-20,Shampoo,Higiene,Almacen,15000,11000,133
2025-03-20,Shampoo,Higiene,Almacen,15000,11000,184
2025-03-20,Arroz 1kg,Alimentos,Almacen,5500,4200,132
2025-03-20,Papel Higienico,Higiene,Mayorista,18000,13000,118
2025-03-21,Lavandina,Limpieza,Supermercado,4500,3000,196
2025-03-21,Shampoo,Higiene,Almacen,15000,11000,53
2025-03-21,Detergente,Limpieza,Almacen,7000,5000,166
2025-03-21,Lavandina,Limpieza,Almacen,4500,3000,119
2025-03-21,Detergente,Limpieza,Almacen,7000,5000,21
2025-03-22,Detergente,Limpieza,Supermercado,7000,5000,122
2025-03-22,Lavandina,Limpieza,Supermercado,4500,3000,115
2025-03-22,Shampoo,Higiene,Supermercado,15000,11000,10
2025-03-22,Galletitas,Alimentos,Almacen,5000,3500,104
2025-03-22,Aceite 900ml,Alimentos,Mayorista,12000,9500,141
2025-03-22,Lavandina,Limpieza,Almacen,4500,3000,123
2025-03-22,Shampoo,Higiene,Mayorista,15000,11000,88
2025-03-22,Detergente,Limpieza,Almacen,7000,5000,153
2025-03-22,Lavandina,Limpieza,Supermercado,4500,3000,153
2025-03-23,Arroz 1kg,Alimentos,Almacen,5500,4200,111
2025-03-23,Lavandina,Limpieza,Mayorista,4500,3000,101
2025-03-23,Aceite 900ml,Alimentos,Mayorista,12000,9500,170
2025-03-23,Detergente,Limpieza,Mayorista,7000,5000,100
2025-03-23,Papel Higienico,Higiene,Mayorista,18000,13000,68
2025-03-23,Aceite 900ml,Alimentos,Mayorista,12000,9500,84
2025-03-23,Lavandina,Limpieza,Almacen,4500,3000,164
2025-03-23,Detergente,Limpieza,Almacen,7000,5000,60
2025-03-23,Papel Higienico,Higiene,Mayorista,18000,13000,140
2025-03-23,Shampoo,Higiene,Mayorista,15000,11000,195
2025-03-23,Detergente,Limpieza,Supermercado,7000,5000,78
2025-03-24,Detergente,Limpieza,Mayorista,7000,5000,74
2025-03-24,Aceite 900ml,Alimentos,Supermercado,12000,9500,119
2025-03-24,Detergente,Limpieza,Supermercado,7000,5000,158
2025-03-24,Lavandina,Limpieza,Supermercado,4500,3000,126
2025-03-24,Shampoo,Higiene,Mayorista,15000,11000,46
2025-03-24,Arroz 1kg,Alimentos,Almacen,5500,4200,39
2025-03-24,Aceite 900ml,Alimentos,Mayorista,12000,9500,106
2025-03-24,Lavandina,Limpieza,Almacen,4500,3000,78
2025-03-24,Aceite 900ml,Alimentos,Supermercado,12000,9500,51
2025-03-25,Lavandina,Limpieza,Supermercado,4500,3000,70
2025-03-25,Detergente,Limpieza,Supermercado,7000,5000,46
2025-03-25,Lavandina,Limpieza,Mayorista,4500,3000,40
2025-03-25,Galletitas,Alimentos,Mayorista,5000,3500,130
2025-03-25,Shampoo,Higiene,Supermercado,15000,11000,131
2025-03-25,Arroz 1kg,Alimentos,Almacen,5500,4200,106
2025-03-25,Galletitas,Alimentos,Mayorista,5000,3500,116
2025-03-26,Detergente,Limpieza,Almacen,7000,5000,169
2025-03-26,Detergente,Limpieza,Mayorista,7000,5000,45
2025-03-26,Papel Higienico,Higiene,Mayorista,18000,13000,84
2025-03-26,Detergente,Limpieza,Almacen,7000,5000,133
2025-03-26,Lavandina,Limpieza,Mayorista,4500,3000,162
2025-03-26,Papel Higienico,Higiene,Supermercado,18000,13000,122
2025-03-26,Detergente,Limpieza,Supermercado,7000,5000,151
2025-03-26,Papel Higienico,Higiene,Almacen,18000,13000,149
2025-03-26,Arroz 1kg,Alimentos,Supermercado,5500,4200,181
2025-03-27,Aceite 900ml,Alimentos,Supermercado,12000,9500,91
